periodo,componente,promedio,minimo,maximo,entidades
2015-07,Capital requerido por riesgo de mercado,71968.34,71968.34,71968.34,1
2015-07,Capital primario,87908.76,87908.76,87908.76,1
2015-07,Ajuste,-1304.1,-1304.1,-1304.1,1
2015-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,710071.75,710071.75,710071.75,1
2015-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,638103.41,638103.41,638103.41,1
2015-06,Capital requerido por riesgo de mercado,71514.84,71514.84,71514.84,1
2015-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,702914.07,702914.07,702914.07,1
2015-06,Ajuste,-1297.73,-1297.73,-1297.73,1
2015-06,Capital primario,87703.05,87703.05,87703.05,1
2015-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,631399.23,631399.23,631399.23,1
2015-06,Capital secundario,21693.52,21693.52,21693.52,1
2015-06,Sobrante o faltante,37807.43,37807.43,37807.43,1
2015-06,Índice de solvencia,15.38,15.38,15.38,1
2015-06,Patrimonio técnico ajustado,108098.83,108098.83,108098.83,1
2015-05,Capital requerido por riesgo de mercado,76767.61,76767.61,76767.61,1
2015-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,633117.39,633117.39,633117.39,1
2015-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,709885.01,709885.01,709885.01,1
2015-05,Ajuste,-1296.9,-1296.9,-1296.9,1
2015-05,Capital primario,85621.01,85621.01,85621.01,1
2015-05,Capital secundario,21912.26,21912.26,21912.26,1
2015-05,Patrimonio técnico ajustado,106236.37,106236.37,106236.37,1
2015-05,Sobrante o faltante,35247.87,35247.87,35247.87,1
2015-05,Índice de solvencia,14.97,14.97,14.97,1
2015-04,Capital requerido por riesgo de mercado,82066.15,82066.15,82066.15,1
2015-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,693247.66,693247.66,693247.66,1
2015-04,Ajuste,-1287.49,-1287.49,-1287.49,1
2015-04,Capital primario,85521.2,85521.2,85521.2,1
2015-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,611181.51,611181.51,611181.51,1
2015-04,Capital secundario,21767.64,21767.64,21767.64,1
2015-04,Sobrante o faltante,36676.58,36676.58,36676.58,1
2015-04,Índice de solvencia,15.29,15.29,15.29,1
2015-04,Patrimonio técnico ajustado,106001.35,106001.35,106001.35,1
2015-03,Capital requerido por riesgo de mercado,98584.11,98584.11,98584.11,1
2015-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,704532.34,704532.34,704532.34,1
2015-03,Ajuste,-1391.12,-1391.12,-1391.12,1
2015-03,Capital primario,85099.51,85099.51,85099.51,1
2015-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,605948.23,605948.23,605948.23,1
2015-03,Capital secundario,21800.56,21800.56,21800.56,1
2015-03,Sobrante o faltante,35055.71,35055.71,35055.71,1
2015-03,Índice de solvencia,14.98,14.98,14.98,1
2015-03,Patrimonio técnico ajustado,105508.95,105508.95,105508.95,1
2015-02,Capital requerido por riesgo de mercado,92400.68,92400.68,92400.68,1
2015-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,608944.91,608944.91,608944.91,1
2015-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,701345.59,701345.59,701345.59,1
2015-02,Ajuste,-1402.18,-1402.18,-1402.18,1
2015-02,Capital primario,79748.81,79748.81,79748.81,1
2015-02,Capital secundario,21636.38,21636.38,21636.38,1
2015-02,Patrimonio técnico ajustado,99983.01,99983.01,99983.01,1
2015-02,Sobrante o faltante,29848.45,29848.45,29848.45,1
2015-02,Índice de solvencia,14.26,14.26,14.26,1
2015-01,Capital secundario,21705.18,21705.18,21705.18,1
2015-01,Ajuste,-1392.02,-1392.02,-1392.02,1
2015-01,Capital primario,79633.89,79633.89,79633.89,1
2015-01,Capital requerido por riesgo de mercado,75881.0,75881.0,75881.0,1
2015-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,685902.22,685902.22,685902.22,1
2015-01,Patrimonio técnico ajustado,99947.05,99947.05,99947.05,1
2015-01,Sobrante o faltante,31356.83,31356.83,31356.83,1
2015-01,Índice de solvencia,14.57,14.57,14.57,1
2015-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,610021.22,610021.22,610021.22,1
